"symbol"	"Chr"	"start"	"end"	"id"
"386"	"PNKP"	"19"	49861202	49867565	11284
"534"	"NUP62"	"19"	49906825	49929731	23636
"732"	"ATF5"	"19"	49928701	49933936	22809
"524"	"NR1H2"	"19"	50376422	50383028	7376
"234"	"ETFB"	"19"	51345154	51354842	2109
"279"	"ZNF586"	"19"	57769651	57780616	54807
"269"	"ZNF274"	"19"	58182988	58213562	10782
"521"	"RPS5"	"19"	58387268	58394804	6193
"736"	"ADI1"	"2"	3497918	3519579	55256
"584"	"ID2"	"2"	8681982	8684453	3398
"34"	"ITGB1BP1"	"2"	9405680	9423569	9270
"366"	"DNMT3A"	"2"	25281451	25342590	1788
"11"	"SLC5A6"	"2"	27199586	27212307	8884
"745"	"RBKS"	"2"	27781363	27890396	64080
"119"	"FEZ2"	"2"	36552260	36598189	9637
"974"	"CEBPZ"	"2"	37201630	37231597	10153
"245"	"MSH6"	"2"	47783081	47806953	2956
"375"	"FBXO11"	"2"	47806919	47888719	80204
"163"	"SLC1A4"	"2"	64988444	65023865	6509
"268"	"SPRED2"	"2"	65310850	65432522	200734
"881"	"GFPT1"	"2"	69319768	69387254	2673
"689"	"SPR"	"2"	72887382	72892160	6697
"658"	"DUSP11"	"2"	73762197	73780157	8446
"147"	"STAMBP"	"2"	73828997	73867168	10617
"669"	"MTHFD2"	"2"	74198562	74215297	10797
"210"	"MRPL19"	"2"	75646782	75662208	9801
"264"	"MAT2A"	"2"	85538977	85545280	4144
"831"	"ST3GAL5"	"2"	85839148	85867670	8869
"747"	"KDM3A"	"2"	86441460	86492716	55818
"695"	"RPIA"	"2"	88691657	88750935	22934
"289"	"TXNDC9"	"2"	99319023	99336397	10190
"357"	"MAP4K4"	"2"	101697702	101894690	9448
"625"	"FHL2"	"2"	105360825	105399224	2274
"565"	"NCK2"	"2"	105851747	105894274	8440
"19"	"IL1B"	"2"	112829759	112836779	3553
"131"	"PAX8"	"2"	113215996	113278921	7849
"349"	"RALB"	"2"	120252837	120294710	5899
"184"	"GLI2"	"2"	120797290	120992653	2736
"862"	"CXCR4"	"2"	136114348	136118155	7852
"631"	"KIF5C"	"2"	148875222	149026759	3800
"70"	"HAT1"	"2"	171922424	171983686	8520
"764"	"CHN1"	"2"	174799313	175005379	1123
"466"	"NFE2L2"	"2"	177230302	177264131	4780
"636"	"INPP1"	"2"	190343469	190371665	3628
"167"	"STAT1"	"2"	190969035	191014250	6772
"313"	"HSPD1"	"2"	197486583	197500274	3329
"154"	"CFLAR"	"2"	201116103	201139877	8837
"292"	"CASP10"	"2"	201182880	201200729	843
"309"	"TRAK2"	"2"	201377206	201451596	66008
"616"	"FZD7"	"2"	202034586	202038437	8324
"431"	"CREB1"	"2"	207529891	207605989	1385
"488"	"PECR"	"2"	216038387	216081816	55825
"666"	"ABCB6"	"2"	219209765	219218990	10058
"414"	"DNAJB2"	"2"	219279317	219286900	3300
"814"	"CAB39"	"2"	230712841	230821075	51719
"710"	"ARL4C"	"2"	234493040	234497049	10123
"694"	"GPC1"	"2"	240435697	240468078	2817
"496"	"STK25"	"2"	241494706	241508695	10494
"859"	"TRIB3"	"20"	381342	397559	57761
"322"	"PSMF1"	"20"	1118592	1172246	9491
"716"	"FASTKD5"	"20"	3146518	3159886	60493
"680"	"CDC25B"	"20"	3800061	3806121	994
"60"	"PCNA"	"20"	5114952	5126622	5111
"129"	"SNAP25"	"20"	10218797	10307420	6616
"7"	"SPAG4"	"20"	35615883	35621094	6676
"243"	"SCAND1"	"20"	35953616	35954626	51282
"276"	"MYL9"	"20"	36541483	36549823	10398
"221"	"SRC"	"20"	37346127	37405432	6714
"469"	"BLCAP"	"20"	37517416	37527931	10904
"887"	"MYBL2"	"20"	43667018	43716496	4605
"937"	"PKIG"	"20"	44531780	44619037	11142
"298"	"TOMM34"	"20"	44942129	44960473	10953
"247"	"UBE2C"	"20"	45812575	45816957	11065
"182"	"CD40"	"20"	46118253	46129745	958
"969"	"NCOA3"	"20"	47501856	47656877	8202
"729"	"PTPN1"	"20"	50510320	50584762	5770
"566"	"AURKA"	"20"	56369388	56392337	6790
"607"	"RAE1"	"20"	57351561	57378463	8480
"311"	"VAPB"	"20"	58389118	58451100	9217
"324"	"NPEPL1"	"20"	58689130	58715844	79716
"275"	"GNAS"	"20"	58839717	58911196	2778
"29"	"TCFL5"	"20"	62851493	62861763	10732
"295"	"YTHDF1"	"20"	63195429	63216186	54915
"75"	"TPD52L2"	"20"	63865227	63891545	7165
"623"	"TCEA2"	"20"	64056971	64072347	6919
"779"	"NRIP1"	"21"	14961234	15064805	8204
"37"	"APP"	"21"	25880549	26170820	351
"817"	"TIAM1"	"21"	31118417	31558977	7074
"781"	"IFNAR1"	"21"	33324908	33359822	3454
"436"	"CBR1"	"21"	36069923	36073177	873
"977"	"CBR3"	"21"	36134964	36146562	874
"523"	"PSMG1"	"21"	39175457	39183514	8624
"233"	"WRB"	"21"	39380286	39397889	7485
"402"	"BACE2"	"21"	41167800	41282534	25825
"892"	"C2CD2"	"21"	41885109	41926690	25966
"825"	"RRP1B"	"21"	43659550	43696079	23076
"795"	"PFKL"	"21"	44300033	44327381	5211
"748"	"BID"	"22"	17734139	17774495	637
"942"	"CDC45"	"22"	19479825	19520612	8318
"474"	"CRKL"	"22"	20917425	20953749	1399
"782"	"MIF"	"22"	23894377	23895222	4282
"306"	"CHEK2"	"22"	28687742	28741834	11200
"141"	"XBP1"	"22"	28794559	28800572	7494
"613"	"NIPSNAP1"	"22"	29554808	29581096	8508
"352"	"FBXO7"	"22"	32475236	32498831	25793
"640"	"HMOX1"	"22"	35381066	35394214	3162
"638"	"RAC2"	"22"	37225260	37244299	5880
"610"	"MICALL1"	"22"	37906147	37942458	85377
"442"	"CSNK1E"	"22"	38290690	38318084	1454
"416"	"CERK"	"22"	46684409	46738255	64781
"550"	"CRELD2"	"22"	49918629	49927540	79174
"118"	"BDH1"	"3"	12394	49100	622
"116"	"BHLHE40"	"3"	4979411	4985180	8553
"944"	"EDEM1"	"3"	5187673	5219965	9695
"599"	"TATDN2"	"3"	10248492	10281222	9797
"291"	"VGLL4"	"3"	11556066	11582391	9686
"840"	"PPARG"	"3"	12312379	12434356	5468
"85"	"TSEN2"	"3"	12484510	12533321	80746
"121"	"SH3BP5"	"3"	15254355	15341394	9467
"785"	"SATB1"	"3"	18345387	18425337	6304
"315"	"TGFBR2"	"3"	30606501	30694141	7048
"792"	"CRTAP"	"3"	33113957	33147773	10491
"44"	"ACAA1"	"3"	38122709	38137242	30
"503"	"OXSR1"	"3"	38165534	38255488	9943
"134"	"ANO10"	"3"	43366325	43622077	55129
"413"	"SACM1L"	"3"	45689240	45745425	22908
"505"	"SMARCC1"	"3"	47585887	47781915	6599
"548"	"CDC25A"	"3"	48157177	48188311	993
"467"	"ZNF589"	"3"	48241105	48270989	51385
"475"	"P4HTM"	"3"	48989907	49007148	54681
"16"	"RHOA"	"3"	49359135	49412097	387
"257"	"TCTA"	"3"	49412205	49416476	6988
"784"	"DAG1"	"3"	49468702	49535618	1605
"847"	"RBM6"	"3"	49940043	50077252	10180
"646"	"GNAI2"	"3"	50246893	50259354	2771
"401"	"IFRD2"	"3"	50287731	50292595	7866
"917"	"NPRL2"	"3"	50347487	50351055	10641
"383"	"MAPKAPK3"	"3"	50617130	50649297	7867
"433"	"RBM15B"	"3"	51391267	51397905	29890
"422"	"ALAS1"	"3"	52198082	52214327	211
"169"	"TWF2"	"3"	52228609	52239167	11344
"388"	"NISCH"	"3"	52455507	52481910	11188
"951"	"NT5DC2"	"3"	52524368	52533777	64943
"465"	"TMEM110"	"3"	52836755	52897581	375346
"439"	"PRKCD"	"3"	53161206	53192717	5580
"810"	"ABHD6"	"3"	58237501	58294736	57406
"287"	"EPHA3"	"3"	89107523	89400345	2042
"472"	"PROS1"	"3"	93873036	93974081	5627
"435"	"TOMM70"	"3"	100363458	100401398	9868
"132"	"CBLB"	"3"	105655460	105869043	868
"150"	"ATG3"	"3"	112532506	112561963	64422
"509"	"GTPBP8"	"3"	112990952	113001374	29083
"754"	"PDIA5"	"3"	123067008	123162106	10954
"946"	"MYLK"	"3"	123612295	123884302	4638
"750"	"ITGB5"	"3"	124761948	124887305	3693
"101"	"RUVBL1"	"3"	128080826	128123887	8607
"775"	"GATA2"	"3"	128479421	128487921	2624
"86"	"RPN1"	"3"	128619969	128650876	6184
"441"	"PIK3R4"	"3"	130678933	130746852	30849
"196"	"ATP2C1"	"3"	130850524	131016711	27032
"255"	"TOPBP1"	"3"	133600604	133661893	11073
"445"	"PCCB"	"3"	136250324	136330171	5096
"152"	"NCK1"	"3"	136862207	136951610	4690
"226"	"FAIM"	"3"	138609076	138633371	55179
"392"	"COPB2"	"3"	139357590	139389680	9276
"527"	"PLS1"	"3"	142596386	142713663	5357
"699"	"PLSCR1"	"3"	146515179	146544841	5359
"724"	"MBNL1"	"3"	152299404	152465780	4154
"791"	"TIPARP"	"3"	156674415	156706768	25976
"589"	"SMC4"	"3"	160400558	160434953	10051
"193"	"PIK3CA"	"3"	179148522	179240093	5290
"26"	"SOX2"	"3"	181711923	181714435	6657
"966"	"ATP11B"	"3"	182793502	182921633	23200
"902"	"ABCC5"	"3"	183919935	184017960	10057
"498"	"ABCF3"	"3"	184186074	184194007	55324
"278"	"PSMD2"	"3"	184300580	184309054	5708
"273"	"EIF4G1"	"3"	184314494	184335358	1981
"787"	"IGF2BP2"	"3"	185643130	185821131	10644
"379"	"RPL39L"	"3"	187120950	187139523	116832
"906"	"HES1"	"3"	194136141	194138612	3280
"244"	"MFSD10"	"4"	2930560	2934237	10227
"600"	"LRPAP1"	"4"	3503596	3532149	4043
"51"	"WFS1"	"4"	6269849	6303265	7466
"419"	"LAP3"	"4"	17577303	17607967	51056
"957"	"UGDH"	"4"	39498754	39527598	7358
"135"	"PDS5A"	"4"	39822862	39977956	23244
"282"	"APBB2"	"4"	40810026	40857155	323
"21"	"DCUN1D4"	"4"	51843578	51916837	23142
"123"	"SGCB"	"4"	52020694	52038319	6443
"173"	"CHIC2"	"4"	54009790	54064648	26511
"518"	"KIT"	"4"	54657927	54740715	3815
"220"	"PAICS"	"4"	56436102	56461368	10606
"532"	"DCK"	"4"	70993547	71030912	1633
"728"	"CXCL2"	"4"	74097036	74099280	2920
"125"	"ENOPH1"	"4"	82430479	82461175	58478
"450"	"HSD17B11"	"4"	87336524	87391303	51170
"250"	"NUDT9"	"4"	87422575	87459454	53343
"577"	"SPP1"	"4"	87975649	87983411	6696
"824"	"HERC6"	"4"	88378738	88443097	55008
"536"	"SNCA"	"4"	89724098	89837199	6622
"340"	"ADH5"	"4"	99070978	99088788	128
"458"	"CENPE"	"4"	103105805	103198409	1062
"900"	"HADH"	"4"	107989713	108035175	3033
"32"	"EGF"	"4"	109912883	110013079	1950
"162"	"ELOVL6"	"4"	110049072	110198664	79071
"290"	"CCNA2"	"4"	121816443	121824001	890
"836"	"INPP4B"	"4"	142028955	142846535	8821
"409"	"LSM6"	"4"	146175682	146190061	11157
"535"	"TRIM2"	"4"	153153117	153339322	23321
"722"	"DCTD"	"4"	182890090	182917477	1635
"384"	"CASP3"	"4"	184627695	184649475	836
"958"	"SLC25A4"	"4"	185143262	185150384	291
"930"	"FAT1"	"4"	186587782	186723833	2195
"71"	"TERT"	"5"	1253171	1295047	7015
"304"	"PAPD7"	"5"	6745987	6757048	11044
"916"	"MYO10"	"5"	16661906	16936276	4651
"590"	"RAI14"	"5"	34656490	34832612	26064
"956"	"OXCT1"	"5"	41730064	41870689	5019
"508"	"GHR"	"5"	42424451	42721878	2690
"601"	"ZNF131"	"5"	43121595	43176324	7690
"266"	"HMGCS1"	"5"	43287469	43313512	3157
"544"	"NNT"	"5"	43603126	43705566	23530
"619"	"DHX29"	"5"	55256054	55307722	54505
"48"	"CCNB1"	"5"	69167009	69178243	891
"630"	"CDK7"	"5"	69234794	69277430	1022
"403"	"HMGCR"	"5"	75337167	75362101	3156
"929"	"SSBP2"	"5"	81412806	81751253	23635
"381"	"RASA1"	"5"	87268252	87391926	5921
"740"	"CCNH"	"5"	87394261	87413033	902
"393"	"MEF2C"	"5"	88718240	88904105	4208
"586"	"CETN3"	"5"	90393334	90409786	1070
"903"	"GLRX"	"5"	95813848	95822873	2745
"845"	"CAST"	"5"	96743539	96773412	831
"757"	"SLC25A46"	"5"	110738135	110765174	91137
"476"	"REEP5"	"5"	112876383	112922334	7905
"361"	"PPIC"	"5"	123023382	123036730	5480
"56"	"ALDH7A1"	"5"	126541840	126595390	501
"406"	"ISOC1"	"5"	129094748	129114026	51015
"742"	"P4HA2"	"5"	132192610	132227863	8974
"560"	"HSPA4"	"5"	133051969	133105017	3308
"3"	"VDAC1"	"5"	133971874	134005133	7416
"463"	"SKP1"	"5"	134156390	134177033	6500
"861"	"JADE2"	"5"	134524374	134583230	23338
"925"	"KIF20A"	"5"	138178727	138187715	10112
"555"	"EGR1"	"5"	138465491	138469315	1958
"863"	"GNPDA1"	"5"	142000668	142013055	10007
"856"	"NR3C1"	"5"	143277930	143403689	2908
"415"	"TCERG1"	"5"	146447309	146511506	10915
"656"	"ADRB2"	"5"	148826592	148828634	154
"45"	"CSNK1A1"	"5"	149495893	149550331	1452
"473"	"TNIP1"	"5"	151029942	151087186	10318
"72"	"G3BP1"	"5"	151771914	151805354	10146
"955"	"STK10"	"5"	172042069	172188342	6793
"350"	"CLTB"	"5"	176392454	176416569	1212
"963"	"FGFR4"	"5"	177086871	177098142	2264
"462"	"PRR7"	"5"	177448324	177456286	80758
"229"	"SQSTM1"	"5"	179806387	179838077	8878
"198"	"TBC1D9B"	"5"	179862070	179907856	23061
"461"	"MAPK9"	"5"	180233594	180292071	5601
"752"	"HLA-DRA"	"6"	9686	14891	3122
"528"	"DUSP22"	"6"	292056	351355	56940
"823"	"PTPRK"	"6"	313976	870008	5796
"654"	"DDR1"	"6"	2368456	2379927	780
"876"	"HSPA1A"	"6"	3063292	3065721	3303
"380"	"BPHL"	"6"	3118375	3153198	670
"821"	"SKIV2L"	"6"	3214773	3225725	6499
"31"	"HLA-DMA"	"6"	4347848	4352360	3108
"188"	"DAXX"	"6"	4730042	4734505	1616
"453"	"TFAP2A"	"6"	10396682	10415237	7020
"224"	"EDN1"	"6"	12290295	12297194	1906
"486"	"GFOD1"	"6"	13363354	13487637	54438
"514"	"MCUR1"	"6"	13786548	13814560	63933
"155"	"SOX4"	"6"	21593740	21598618	6659
"794"	"GMNN"	"6"	24774930	24786097	51053
"540"	"CARMIL1"	"6"	25279427	25620530	55604
"443"	"HIST1H2BK"	"6"	27138292	27146858	85236
"256"	"ABCF1"	"6"	30571392	30591532	23
"928"	"IER3"	"6"	30743198	30744550	8870
"65"	"PSMB8"	"6"	32840716	32844039	5696
"5"	"SPDEF"	"6"	34537801	34556333	25803
"355"	"PPARD"	"6"	35342557	35425396	5467
"767"	"MAPK13"	"6"	36130483	36144524	5603
"662"	"CDKN1A"	"6"	36678709	36687339	1026
"864"	"CCND3"	"6"	41934932	41941848	896
"624"	"CNPY3"	"6"	42929129	42939287	10695
"477"	"ZNF318"	"6"	43336069	43369443	24149
"99"	"POLR1C"	"6"	43517023	43521526	9533
"737"	"NFKBIE"	"6"	44258165	44265788	4794
"639"	"TNFRSF21"	"6"	47231526	47309947	27242
"68"	"MCM3"	"6"	52264013	52284881	4172
"965"	"TRAM2"	"6"	52497401	52577064	9697
"347"	"ZNF451"	"6"	57090029	57170300	26036
"105"	"SENP6"	"6"	75601508	75718285	26054
"611"	"SLC35A1"	"6"	87472924	87512339	10559
"911"	"UBE2J1"	"6"	89326624	89352900	51465
"962"	"ASCC3"	"6"	100715130	100881372	10973
"12"	"FOXO3"	"6"	108560865	108684768	2309
"790"	"SESN1"	"6"	108986436	109008988	27244
"758"	"CDK19"	"6"	110609977	110815632	23097
"581"	"FYN"	"6"	111660331	111873452	2534
"206"	"HDAC2"	"6"	113936155	113971195	3066
"645"	"EPB41L2"	"6"	130839347	131063322	2037
"605"	"TBPL1"	"6"	133952169	133987500	9519
"271"	"MAP7"	"6"	136342280	136526606	9053
"579"	"PCMT1"	"6"	149749694	149811421	5110
"554"	"ACAT2"	"6"	159762478	159779112	39
"789"	"IGF2R"	"6"	159969098	160111502	3482
"633"	"MAP3K4"	"6"	160991726	161117385	4216
"49"	"TBP"	"6"	170554332	170572870	6908
"705"	"PDGFA"	"7"	497259	519844	5154
"883"	"GPER1"	"7"	1086806	1093815	2852
"776"	"KDELR2"	"7"	6461080	6484218	11014
"685"	"RPA3"	"7"	7636562	7718607	6119
"62"	"ETV1"	"7"	13891230	13986514	2115
"478"	"BZW2"	"7"	16646133	16706523	28969
"73"	"SNX13"	"7"	17790760	17940508	23161
"354"	"CYCS"	"7"	25118650	25125361	54205
"502"	"HOXA5"	"7"	27141051	27143668	3202
"594"	"HOXA10"	"7"	27170590	27174336	3206
"717"	"SCRN1"	"7"	29920102	29990289	9805
"865"	"FKBP14"	"7"	30010582	30026801	55033
"297"	"LSM5"	"7"	32485332	32495258	23658
"23"	"RALA"	"7"	39623552	39708124	5898
"882"	"BLVRA"	"7"	43758672	43807342	644
"541"	"YKT6"	"7"	44200978	44214294	10652
"398"	"NUDCD3"	"7"	44382365	44490786	23386
"215"	"H2AFV"	"7"	44833613	44848126	94239
"766"	"IGFBP3"	"7"	45912244	45921272	3486
"281"	"IKZF1"	"7"	50319047	50405100	10320
"659"	"GRB10"	"7"	50590062	50793462	2887
"934"	"EGFR"	"7"	55019031	55168635	1956
"614"	"BCL7B"	"7"	73536352	73557735	9275
"285"	"STX1A"	"7"	73699204	73719687	6804
"709"	"RFC2"	"7"	74231501	74254458	5982
"107"	"HSPB1"	"7"	76302557	76304297	3315
"875"	"PTPN12"	"7"	77537455	77640071	5782
"364"	"GNAI1"	"7"	80134823	80219409	2770
"330"	"DMTF1"	"7"	87152553	87196332	9988
"815"	"FZD1"	"7"	91264467	91268817	8321
"941"	"CDK6"	"7"	92604920	92833917	1021
"852"	"SLC25A13"	"7"	96120219	96322147	10165
"390"	"CPSF4"	"7"	99439375	99457377	10898
"28"	"SERPINE1"	"7"	101127088	101139266	5054
"307"	"PLOD3"	"7"	101205976	101217730	8985
"248"	"FIS1"	"7"	101239611	101245090	51024
"345"	"SYPL1"	"7"	106090367	106112647	6856
"178"	"DLD"	"7"	107891106	107921198	1738
"687"	"TES"	"7"	116210492	116258783	26136
"922"	"ST7"	"7"	116953326	117230021	7982
"948"	"CALU"	"7"	128739291	128773423	813
"945"	"MEST"	"7"	130486174	130506297	4232
"127"	"CNOT4"	"7"	135387069	135510127	4850
"596"	"CASP2"	"7"	143288214	143307696	835
"52"	"EZH2"	"7"	148807371	148884349	2146
"42"	"NOS3"	"7"	150993803	151003935	4846
"9"	"RHEB"	"7"	151466011	151519924	6009
"517"	"PRKAG2"	"7"	151556114	151632258	51422
"365"	"INSIG1"	"7"	155297771	155310235	3638
"725"	"UBE3C"	"7"	157138960	157269372	9690
"262"	"DNAJB6"	"7"	157337015	157386324	10049
"720"	"MSRA"	"8"	10054268	10428891	4482
"479"	"FDFT1"	"8"	11802610	11839309	2222
"927"	"PCM1"	"8"	17922856	18029948	5108
"20"	"ASAH1"	"8"	18056298	18084370	427
"225"	"XPO7"	"8"	21919668	22006585	23039
"4"	"SORBS3"	"8"	22565665	22575495	10174
"602"	"BNIP3L"	"8"	26383006	26413128	665
"94"	"PTK2B"	"8"	27322401	27459391	2185
"455"	"ZNF395"	"8"	28345584	28386460	55893
"873"	"DUSP4"	"8"	29333061	29350750	1846
"808"	"GTF2E2"	"8"	30578317	30658241	2961
"860"	"EIF4EBP1"	"8"	38030501	38060365	1978
"629"	"KAT6A"	"8"	41942048	42052026	7994
"924"	"IKBKB"	"8"	42271301	42332653	3551
"585"	"POLB"	"8"	42338454	42371813	5423
"559"	"CEBPD"	"8"	47736913	47738164	1052
"89"	"LYPLA1"	"8"	54046366	54102017	10434
"404"	"LYN"	"8"	55879826	56012447	4067
"487"	"MTFR1"	"8"	65644652	65710563	9650
"239"	"RRS1"	"8"	66429027	66430733	23212
"712"	"CPNE3"	"8"	86514426	86561498	8895
"938"	"DECR1"	"8"	90001351	90051999	1666
"117"	"CCNE2"	"8"	94880224	94895254	9134
"171"	"MTERF3"	"8"	96239397	96261613	51001
"93"	"POLR2K"	"8"	100150610	100154002	5440
"886"	"EXT1"	"8"	117799364	118111819	2131
"707"	"TBC1D31"	"8"	123072679	123152152	93594
"417"	"WASHC5"	"8"	125024260	125091819	9897
"768"	"TRIB1"	"8"	125430320	125438405	10221
"583"	"MYC"	"8"	127736068	127741434	4609
"511"	"PTK2"	"8"	140658381	141001313	5747
"648"	"TSTA3"	"8"	143612617	143617562	7264
"95"	"PUF60"	"8"	143816343	143829386	22827
"547"	"EXOSC4"	"8"	144078618	144080648	54512
"539"	"VPS28"	"8"	144423600	144428563	51160
"429"	"PSIP1"	"9"	15470643	15510289	11168
"161"	"RRAGA"	"9"	19049373	19051023	10670
"203"	"RPS6"	"9"	19376255	19380237	6194
"909"	"KLHL9"	"9"	21329670	21335432	55958
"964"	"CDKN2A"	"9"	21967751	21974827	1029
"157"	"TESK1"	"9"	35605283	35610041	7016
"186"	"MELK"	"9"	36572861	36677683	9833
"81"	"SHB"	"9"	37915897	38069213	6461
"41"	"TMEM2"	"9"	71683365	71768884	23670
"615"	"TLE1"	"9"	81583682	81689535	7088
"701"	"CTSL"	"9"	87726058	87731469	1514
"854"	"SYK"	"9"	90827419	90898560	6850
"708"	"NFIL3"	"9"	91409044	91424626	4783
"277"	"TEX10"	"9"	100302074	100352977	54881
"120"	"IKBKAP"	"9"	108867516	108934332	8518
"832"	"CTNNAL1"	"9"	108942568	109013594	8727
"185"	"PRPF4"	"9"	113275633	113292905	9128
"265"	"TLR4"	"9"	117704174	117717491	7099
"714"	"C5"	"9"	120952335	121050276	727
"749"	"STXBP1"	"9"	127612206	127692716	6812
"146"	"FPGS"	"9"	127803180	127814081	2356
"418"	"DNM1"	"9"	128203354	128255248	1759
"537"	"SPTAN1"	"9"	128552557	128633665	6709
"851"	"TOR1A"	"9"	129812941	129824162	1861
"872"	"ABL1"	"9"	130835254	130887675	25
"777"	"RALGDS"	"9"	133097719	133121250	5900
"50"	"SLC2A6"	"9"	133471093	133479154	11182
"621"	"MRPS2"	"9"	135500630	135504673	51116
"317"	"NOTCH1"	"9"	136494432	136545786	4851
"55"	"NPDC1"	"9"	137039456	137046224	56654
"148"	"PRKX"	"X"	3604342	3713634	5613
"828"	"ACOT9"	"X"	23703659	23743290	23597
"569"	"DYNLT3"	"X"	37838835	37847636	6990
"111"	"CASK"	"X"	41514935	41923034	8573
"108"	"EBP"	"X"	48521775	48528716	10682
"87"	"SUV39H1"	"X"	48696732	48709015	6839
"170"	"HDAC6"	"X"	48802015	48824982	10013
"231"	"TIMM17B"	"X"	48893446	48898143	10245
"671"	"PRAF2"	"X"	49071155	49074045	11230
"153"	"PLP2"	"X"	49171836	49175119	5355
"40"	"SMC1A"	"X"	53374148	53422728	8243
"283"	"HSD17B10"	"X"	53431257	53434376	3028
"329"	"UBQLN2"	"X"	56563592	56567010	29978
"296"	"FOXO4"	"X"	71096148	71103534	4303
"353"	"PHKA1"	"X"	72578813	72714181	5255
"651"	"TSPAN6"	"X"	100627107	100637104	7105
"274"	"BTK"	"X"	101349446	101386224	695
"531"	"TCEAL4"	"X"	103585484	103587736	79921
"451"	"TSC22D3"	"X"	107713221	107775988	1831
"143"	"PSMD10"	"X"	108084204	108091644	5716
"676"	"IL13RA1"	"X"	118727595	118794533	3597
"690"	"PGRMC1"	"X"	119236244	119244466	10857
"489"	"UBE2A"	"X"	119574466	119584429	7319
"82"	"UTP14A"	"X"	129906120	129929762	10813
"371"	"SLC25A14"	"X"	130339887	130373361	9016
"237"	"HPRT1"	"X"	134460144	134500668	3251
"675"	"HTATSF1"	"X"	136497511	136512344	27336
"668"	"MAMLD1"	"X"	150445453	150514178	10046
"735"	"NSDHL"	"X"	152830966	152869363	50814
"637"	"LAGE3"	"X"	154477768	154479257	8270
